ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 04:30,272.11000000000047,269.24000000000046,264.24,255.61999999999955
2022-06-01 04:40,273.2800000000005,268.30000000000047,264.44,256.7199999999996
2022-06-01 04:50,271.82000000000045,267.1400000000005,263.39,256.8399999999996
2022-06-01 05:00,271.3500000000005,267.43000000000046,262.95,256.74999999999955
2022-06-01 05:10,271.0300000000005,269.2900000000005,263.75,256.50999999999954
2022-06-01 05:20,270.7000000000005,267.25000000000045,262.88,256.03999999999957
2022-06-01 05:30,270.4500000000005,267.67000000000047,262.66,255.90999999999957
2022-06-01 05:40,270.76000000000045,267.2300000000005,262.43,255.39999999999955
2022-06-01 05:50,271.17000000000047,268.01000000000045,262.88,254.91999999999956
2022-06-01 06:00,270.75000000000045,268.49000000000046,262.33,255.03999999999957
2022-06-01 06:10,270.4000000000005,269.7800000000005,262.69,254.50999999999956
2022-06-01 06:20,270.2000000000005,268.0800000000005,261.88,254.33999999999958
2022-06-01 06:30,270.17000000000047,269.0900000000005,262.33,253.82999999999956
2022-06-01 06:40,270.2900000000005,268.68000000000046,262.35,253.61999999999955
2022-06-01 06:50,272.5900000000005,262.09000000000043,259.97,253.28999999999957
2022-06-01 07:00,273.5800000000005,260.08000000000044,258.93,252.85999999999956
2022-06-01 07:10,273.55000000000047,259.7200000000004,258.84,252.58999999999958
2022-06-01 07:20,273.93000000000046,261.38000000000045,259.88,252.41999999999956
2022-06-01 07:30,273.4600000000005,260.5500000000004,259.67,252.45999999999955
2022-06-01 07:40,273.5300000000005,261.4200000000004,260.11,253.05999999999958
2022-06-01 07:50,273.7200000000005,262.87000000000046,261.56,254.04999999999956
2022-06-01 08:00,273.82000000000045,264.58000000000044,262.7,257.66999999999956
2022-06-01 08:10,275.4800000000005,266.01000000000045,263.35,267.2999999999995
2022-06-01 08:20,275.93000000000046,269.81000000000046,265.46,280.2199999999995
2022-06-01 08:30,276.2800000000005,271.9100000000005,269.82,289.73999999999955
2022-06-01 08:40,277.75000000000045,275.9100000000005,277.03,295.9199999999995
2022-06-01 08:50,281.3400000000005,286.76000000000045,288.05,300.80999999999955
2022-06-01 09:00,283.62000000000046,293.81000000000046,293.84,303.6799999999995
2022-06-01 09:10,289.4600000000005,297.8300000000005,297.93,304.6699999999995
2022-06-01 09:20,300.62000000000046,301.8200000000005,302.04,306.70999999999947
2022-06-01 09:30,313.3600000000005,304.7000000000005,306.13,309.26999999999947
2022-06-01 09:40,325.85000000000053,314.7200000000005,313.37,311.7299999999995
2022-06-01 09:50,334.43000000000046,323.5600000000005,318.55,312.1699999999995
2022-06-01 10:00,340.0900000000004,328.2600000000005,322.87,310.83999999999946
2022-06-01 10:10,344.22000000000037,331.00000000000045,325.61,305.3599999999995
2022-06-01 10:20,349.4900000000003,333.2900000000004,327.9,299.11999999999955
2022-06-01 10:30,351.3500000000003,336.63000000000045,329.96,294.9599999999995
2022-06-01 10:40,353.48000000000025,339.60000000000036,331.26,293.9199999999995
2022-06-01 10:50,354.24000000000024,339.5100000000004,331.52,295.25999999999954
2022-06-01 11:00,352.7200000000002,337.13000000000045,328.3,297.36999999999955
2022-06-01 11:10,347.8200000000003,331.81000000000046,324.7,300.61999999999955
2022-06-01 11:20,339.87000000000035,323.3900000000005,319.44,303.8199999999995
2022-06-01 11:30,331.68000000000046,318.1700000000005,315.82,305.1799999999995
2022-06-01 11:40,326.1900000000005,315.3200000000005,313.37,304.00999999999954
2022-06-01 11:50,318.7400000000005,311.6700000000005,310.35,302.4599999999995
2022-06-01 12:00,314.2400000000005,306.8200000000005,306.92,300.5199999999995
2022-06-01 12:10,311.48000000000053,305.3100000000005,305.61,300.05999999999955
2022-06-01 12:20,311.0500000000005,304.0000000000005,303.01,297.7199999999995
2022-06-01 12:30,312.3400000000005,301.61000000000047,301.33,296.13999999999953
2022-06-01 12:40,312.3700000000005,300.8400000000005,299.64,293.11999999999955
2022-06-01 12:50,311.5500000000005,301.32000000000045,298.15,290.48999999999955
2022-06-01 13:00,309.41000000000054,299.7200000000005,296.67,286.7199999999995
2022-06-01 13:10,307.8000000000005,296.75000000000045,294.73,283.2099999999995
2022-06-01 13:20,305.4500000000005,297.12000000000046,293.98,280.82999999999953
2022-06-01 13:30,304.8600000000005,294.87000000000046,291.99,278.9799999999995
2022-06-01 13:40,302.63000000000045,294.01000000000045,290.25,277.5299999999995
2022-06-01 13:50,301.9000000000005,292.50000000000045,288.73,276.67999999999955
2022-06-01 14:00,299.7700000000005,290.26000000000045,286.89,276.8399999999995
2022-06-01 14:10,296.5300000000005,290.57000000000045,286.21,275.7199999999995
2022-06-01 14:20,295.06000000000046,289.43000000000046,284.96,276.2199999999995
2022-06-01 14:30,292.9800000000005,289.63000000000045,284.96,276.8399999999995
2022-06-01 14:40,291.1500000000005,286.57000000000045,284.0,276.2999999999995
2022-06-01 14:50,290.2100000000005,285.94000000000045,283.24,275.24999999999955
2022-06-01 15:00,289.7100000000005,283.4000000000005,281.27,273.8399999999995
2022-06-01 15:10,289.37000000000046,282.44000000000045,280.02,272.80999999999955
2022-06-01 15:20,289.31000000000046,283.5900000000005,280.02,271.7299999999995
2022-06-01 15:30,290.0200000000005,283.32000000000045,279.56,270.2099999999995
2022-06-01 15:40,289.8900000000005,282.06000000000046,278.46,269.24999999999955
2022-06-01 15:50,290.76000000000045,279.3400000000005,276.7,266.93999999999954
2022-06-01 16:00,290.42000000000047,278.76000000000045,276.48,266.3499999999995
2022-06-01 16:10,288.6000000000005,278.8300000000005,276.37,265.38999999999953
2022-06-01 16:20,287.42000000000047,277.7800000000005,275.6,265.38999999999953
2022-06-01 16:30,285.80000000000047,278.68000000000046,275.6,265.0299999999995
2022-06-01 16:40,284.9000000000005,277.2000000000005,274.28,264.86999999999955
2022-06-01 16:50,284.2800000000005,276.9000000000005,273.57,264.59999999999957
2022-06-01 17:00,282.5900000000005,277.6500000000005,273.77,264.5199999999996
2022-06-01 17:10,281.86000000000047,275.31000000000046,272.68,264.9699999999995
2022-06-01 17:20,281.1400000000005,275.3500000000005,272.6,264.8399999999995
2022-06-01 17:30,280.4600000000005,275.2100000000005,272.02,263.3999999999996
2022-06-01 17:40,279.62000000000046,275.7900000000005,272.15,262.2699999999996
2022-06-01 17:50,279.4700000000005,275.07000000000045,271.29,261.9599999999996
2022-06-01 18:00,279.32000000000045,274.1400000000005,270.9,260.91999999999956
2022-06-01 18:10,279.5900000000005,273.62000000000046,269.94,260.65999999999957
2022-06-01 18:20,280.18000000000046,272.49000000000046,269.26,259.91999999999956
2022-06-01 18:30,280.0400000000005,271.75000000000045,268.56,259.4699999999996
2022-06-01 18:40,279.82000000000045,269.2900000000005,267.4,258.8999999999996
2022-06-01 18:50,279.19000000000045,269.5200000000005,267.36,258.7099999999996
2022-06-01 19:00,278.12000000000046,270.5300000000005,267.7,257.7199999999996
2022-06-01 19:10,277.24000000000046,270.86000000000047,267.75,257.9699999999996
2022-06-01 19:20,276.51000000000045,270.0200000000005,267.43,258.11999999999955
2022-06-01 19:30,275.5200000000005,270.1400000000005,266.77,258.61999999999955
2022-06-01 19:40,275.6600000000005,268.4500000000005,265.71,258.2799999999996
2022-06-01 19:50,275.44000000000045,268.43000000000046,265.42,258.04999999999956
2022-06-01 20:00,274.7300000000005,268.3400000000005,265.55,257.99999999999955
2022-06-01 20:10,275.1400000000005,266.44000000000045,264.92,257.40999999999957
2022-06-01 20:20,274.9500000000005,264.8000000000004,263.98,257.1499999999996
2022-06-01 20:30,274.7100000000005,263.4100000000004,263.06,256.5299999999996
2022-06-01 20:40,274.68000000000046,262.74000000000046,262.43,256.50999999999954
2022-06-01 20:50,275.0200000000005,262.9200000000004,262.09,265.3499999999995
2022-06-01 21:00,274.7100000000005,263.08000000000044,262.39,269.13999999999953
2022-06-01 21:10,275.0900000000005,263.1700000000004,262.78,270.73999999999955
2022-06-01 21:20,275.36000000000047,263.0500000000004,263.78,269.9699999999995
2022-06-01 21:30,275.00000000000045,268.62000000000046,270.11,271.30999999999955
2022-06-01 21:40,277.2200000000005,272.19000000000045,272.17,271.2099999999995
2022-06-01 21:50,283.00000000000045,275.36000000000047,274.23,270.67999999999955
2022-06-01 22:00,290.3900000000005,277.68000000000046,276.94,269.73999999999955
2022-06-01 22:10,295.6500000000005,279.5400000000005,276.81,266.44999999999953
2022-06-01 22:20,299.7200000000005,284.9100000000005,279.48,263.18999999999954
2022-06-01 22:30,301.88000000000045,288.57000000000045,282.11,260.3999999999996
2022-06-01 22:40,302.67000000000047,289.42000000000047,283.83,258.81999999999954
2022-06-01 22:50,302.0300000000005,287.17000000000047,282.9,258.98999999999955
2022-06-01 23:00,301.0300000000005,284.8500000000005,280.83,260.05999999999955
2022-06-01 23:10,298.2000000000005,282.94000000000045,278.82,263.16999999999956
2022-06-01 23:20,294.51000000000045,280.9800000000005,277.78,265.81999999999954
2022-06-01 23:30,288.9600000000005,278.94000000000045,276.87,269.73999999999955
2022-06-01 23:40,284.1400000000005,278.05000000000047,276.44,271.80999999999955
2022-06-01 23:50,280.4500000000005,277.87000000000046,276.74,272.2299999999995
2022-06-02 00:00,279.1600000000005,275.2000000000005,275.5,272.24999999999955
2022-06-02 00:10,279.2800000000005,274.25000000000045,274.73,272.0999999999995
2022-06-02 00:20,279.4600000000005,273.8500000000005,274.1,271.5499999999995
2022-06-02 00:30,281.05000000000047,275.31000000000046,274.48,270.5399999999995
2022-06-02 00:40,283.3300000000005,272.5300000000005,273.16,269.69999999999953
2022-06-02 00:50,285.0300000000005,273.6000000000005,273.4,267.2799999999995
2022-06-02 01:00,286.67000000000047,275.2100000000005,273.5,264.75999999999954
2022-06-02 01:10,286.82000000000045,275.2300000000005,273.1,262.66999999999956
2022-06-02 01:20,286.19000000000045,276.44000000000045,273.48,261.12999999999954
2022-06-02 01:30,285.9600000000005,275.3900000000005,272.83,260.5299999999996
2022-06-02 01:40,284.74000000000046,273.3300000000005,271.82,260.6399999999996
2022-06-02 01:50,283.76000000000045,272.4700000000005,271.38,260.8899999999996
2022-06-02 02:00,282.05000000000047,272.1000000000005,271.04,261.30999999999955
2022-06-02 02:10,280.3500000000005,270.9100000000005,270.01,262.06999999999954
2022-06-02 02:20,278.94000000000045,269.6500000000005,269.58,263.24999999999955
2022-06-02 02:30,277.0900000000005,269.1600000000005,269.07,264.25999999999954
2022-06-02 02:40,276.1600000000005,269.56000000000046,269.12,264.0499999999995
2022-06-02 02:50,276.0900000000005,268.76000000000045,268.51,263.6999999999996
2022-06-02 03:00,275.7300000000005,268.55000000000047,267.97,262.68999999999954
2022-06-02 03:10,275.8500000000005,269.0400000000005,268.04,261.7699999999996
2022-06-02 03:20,276.25000000000045,269.17000000000047,267.82,261.04999999999956
2022-06-02 03:30,277.36000000000047,269.88000000000045,267.77,260.93999999999954
2022-06-02 03:40,277.24000000000046,270.00000000000045,267.46,259.92999999999955
2022-06-02 03:50,277.81000000000046,269.31000000000046,267.24,258.93999999999954
2022-06-02 04:00,277.69000000000045,268.99000000000046,266.85,258.16999999999956
2022-06-02 04:10,277.42000000000047,268.69000000000045,266.64,257.5899999999996
2022-06-02 04:20,276.51000000000045,269.26000000000045,266.47,257.56999999999954
2022-06-02 04:30,276.5300000000005,268.07000000000045,265.84,257.6999999999996
2022-06-02 04:40,275.87000000000046,267.49000000000046,265.49,257.7799999999996
2022-06-02 04:50,275.13000000000045,267.4600000000005,265.55,257.84999999999957
2022-06-02 05:00,274.3300000000005,266.8300000000005,264.89,257.93999999999954
2022-06-02 05:10,273.4000000000005,265.8500000000005,264.49,258.99999999999955
2022-06-02 05:20,272.57000000000045,267.7900000000005,264.88,258.2099999999996
2022-06-02 05:30,271.67000000000047,266.75000000000045,263.95,258.11999999999955
2022-06-02 05:40,271.17000000000047,266.3900000000005,263.43,257.29999999999956
2022-06-02 05:50,270.7900000000005,266.5900000000005,263.51,257.22999999999956
2022-06-02 06:00,270.75000000000045,267.2200000000005,263.65,256.8399999999996
2022-06-02 06:10,271.30000000000047,265.13000000000045,262.6,256.92999999999955
2022-06-02 06:20,271.2800000000005,266.3400000000005,262.84,256.54999999999956
2022-06-02 06:30,271.6600000000005,266.67000000000047,262.55,255.19999999999956
2022-06-02 06:40,270.9800000000005,267.31000000000046,262.59,254.53999999999957
2022-06-02 06:50,270.62000000000046,268.9500000000005,262.8,254.26999999999956
2022-06-02 07:00,270.06000000000046,269.38000000000045,262.36,253.21999999999957
2022-06-02 07:10,270.1500000000005,269.2700000000005,261.97,253.13999999999956
2022-06-02 07:20,270.4800000000005,262.37000000000046,259.38,252.50999999999956
2022-06-02 07:30,270.7700000000005,260.83000000000044,258.78,252.26999999999956
2022-06-02 07:40,270.5400000000005,260.71000000000043,258.64,252.48999999999955
2022-06-02 07:50,270.4700000000005,259.99000000000046,258.61,252.44999999999956
2022-06-02 08:00,270.1000000000005,259.08000000000044,258.15,252.36999999999955
2022-06-02 08:10,270.1500000000005,260.50000000000045,258.67,252.78999999999957
2022-06-02 08:20,269.9600000000005,258.87000000000046,257.99,252.69999999999956
2022-06-02 08:30,274.0400000000005,265.6400000000005,261.32,252.42999999999955
2022-06-02 08:40,276.9500000000005,268.43000000000046,263.92,256.1499999999996
2022-06-02 08:50,277.55000000000047,271.31000000000046,265.43,263.72999999999956
2022-06-02 09:00,278.19000000000045,271.0800000000005,265.9,272.37999999999954
2022-06-02 09:10,279.2000000000005,275.3900000000005,269.64,280.7999999999995
2022-06-02 09:20,278.69000000000045,274.94000000000045,271.57,284.7999999999995
2022-06-02 09:30,279.6600000000005,276.9500000000005,277.63,287.87999999999954
2022-06-02 09:40,281.0400000000005,284.32000000000045,284.88,293.80999999999955
2022-06-02 09:50,289.2100000000005,289.81000000000046,290.68,296.8399999999995
2022-06-02 10:00,300.32000000000045,298.0800000000005,298.17,302.5699999999995
2022-06-02 10:10,313.9400000000005,305.2200000000005,304.79,305.1699999999995
2022-06-02 10:20,320.2200000000005,307.79000000000053,307.92,306.0799999999995
2022-06-02 10:30,328.1100000000005,317.5600000000005,312.2,305.9999999999995
2022-06-02 10:40,333.96000000000043,321.8300000000005,316.0,303.39999999999947
2022-06-02 10:50,337.38000000000045,323.4700000000005,317.56,298.7699999999995
2022-06-02 11:00,341.55000000000035,327.9700000000005,321.43,293.75999999999954
2022-06-02 11:10,344.7700000000004,331.9800000000004,323.89,288.68999999999954
2022-06-02 11:20,345.6300000000003,331.59000000000043,324.16,286.25999999999954
2022-06-02 11:30,345.6600000000003,329.7800000000005,322.64,287.4699999999995
2022-06-02 11:40,342.35000000000036,324.1700000000005,318.6,291.3499999999995
2022-06-02 11:50,337.02000000000044,319.5800000000005,314.13,295.0299999999995
2022-06-02 12:00,332.00000000000045,315.5000000000005,310.88,296.8999999999995
2022-06-02 12:10,324.3000000000005,310.0800000000005,307.24,297.37999999999954
2022-06-02 12:20,316.3200000000005,307.6100000000005,305.45,297.2799999999995
2022-06-02 12:30,311.9300000000005,304.4600000000005,303.87,297.36999999999955
2022-06-02 12:40,307.4900000000005,301.63000000000045,301.53,296.0499999999995
2022-06-02 12:50,305.1400000000005,299.2700000000005,298.57,294.3999999999995
2022-06-02 13:00,303.7000000000005,296.4700000000005,296.5,292.3499999999995
2022-06-02 13:10,302.9600000000005,297.11000000000047,295.06,290.17999999999955
2022-06-02 13:20,303.42000000000047,295.87000000000046,293.74,287.4099999999995
2022-06-02 13:30,302.9600000000005,294.69000000000045,291.92,284.48999999999955
2022-06-02 13:40,303.0300000000005,292.6500000000005,290.13,280.99999999999955
2022-06-02 13:50,301.82000000000045,293.5200000000005,289.81,277.7799999999995
2022-06-02 14:00,300.05000000000047,293.42000000000047,288.94,275.30999999999955
2022-06-02 14:10,298.37000000000046,293.2000000000005,287.63,273.37999999999954
2022-06-02 14:20,296.1400000000005,292.74000000000046,286.25,271.5499999999995
2022-06-02 14:30,294.76000000000045,291.57000000000045,284.97,270.7799999999995
2022-06-02 14:40,293.5800000000005,289.8300000000005,283.57,270.4099999999995
2022-06-02 14:50,292.38000000000045,287.6400000000005,282.02,269.56999999999954
2022-06-02 15:00,289.8400000000005,284.2700000000005,279.64,268.73999999999955
2022-06-02 15:10,287.3500000000005,283.13000000000045,278.29,268.36999999999955
2022-06-02 15:20,285.32000000000045,281.81000000000046,277.33,268.56999999999954
2022-06-02 15:30,283.76000000000045,279.5300000000005,275.95,268.68999999999954
2022-06-02 15:40,282.18000000000046,277.3900000000005,274.72,268.5899999999995
2022-06-02 15:50,280.86000000000047,276.92000000000047,274.66,267.1499999999995
2022-06-02 16:00,280.75000000000045,276.1000000000005,274.18,266.44999999999953
2022-06-02 16:10,281.00000000000045,274.17000000000047,273.15,265.44999999999953
2022-06-02 16:20,281.94000000000045,275.26000000000045,272.69,264.17999999999955
2022-06-02 16:30,282.4100000000005,275.82000000000045,272.57,262.8999999999996
2022-06-02 16:40,282.7300000000005,275.0300000000005,272.12,261.9699999999996
2022-06-02 16:50,283.26000000000045,274.87000000000046,271.26,260.66999999999956
2022-06-02 17:00,283.4700000000005,274.75000000000045,271.37,259.72999999999956
2022-06-02 17:10,283.01000000000045,273.5800000000005,270.72,259.65999999999957
2022-06-02 17:20,281.5300000000005,273.99000000000046,270.7,259.4599999999996
2022-06-02 17:30,280.5200000000005,274.86000000000047,270.83,259.5299999999996
2022-06-02 17:40,279.4500000000005,274.4700000000005,270.06,258.91999999999956
2022-06-02 17:50,278.00000000000045,274.2100000000005,269.21,258.8899999999996
2022-06-02 18:00,277.1600000000005,274.69000000000045,269.07,259.4499999999996
2022-06-02 18:10,276.7900000000005,272.69000000000045,268.05,260.5199999999996
2022-06-02 18:20,275.74000000000046,270.3300000000005,267.06,259.9499999999996
2022-06-02 18:30,275.7800000000005,271.50000000000045,267.47,259.25999999999954
2022-06-02 18:40,275.5300000000005,271.7200000000005,267.53,258.72999999999956
2022-06-02 18:50,275.44000000000045,272.30000000000047,267.37,258.10999999999956
2022-06-02 19:00,275.50000000000045,272.1000000000005,267.06,257.66999999999956
2022-06-02 19:10,275.87000000000046,273.37000000000046,267.62,257.4699999999996
2022-06-02 19:20,276.26000000000045,272.05000000000047,266.61,256.4699999999996
2022-06-02 19:30,276.6000000000005,270.6500000000005,265.86,256.29999999999956
2022-06-02 19:40,276.2800000000005,271.5400000000005,266.26,254.56999999999957
2022-06-02 19:50,275.56000000000046,269.8400000000005,265.66,254.26999999999956
2022-06-02 20:00,274.93000000000046,270.51000000000045,265.93,254.41999999999956
2022-06-02 20:10,274.4600000000005,269.43000000000046,265.59,254.37999999999957
2022-06-02 20:20,274.0300000000005,267.6400000000005,264.66,254.31999999999957
2022-06-02 20:30,271.51000000000045,267.7700000000005,263.55,254.05999999999958
2022-06-02 20:40,270.7900000000005,268.6600000000005,263.33,254.14999999999955
2022-06-02 20:50,270.42000000000047,267.25000000000045,262.29,254.11999999999955
2022-06-02 21:00,270.07000000000045,267.5200000000005,262.4,254.09999999999957
2022-06-02 21:10,270.2000000000005,267.80000000000047,262.23,253.65999999999957
2022-06-02 21:20,270.0900000000005,266.31000000000046,261.24,253.39999999999955
2022-06-02 21:30,270.26000000000045,264.2700000000005,260.75,255.35999999999956
2022-06-02 21:40,270.2300000000005,265.8400000000005,261.16,261.1399999999996
2022-06-02 21:50,270.3500000000005,264.92000000000047,260.94,264.53999999999957
2022-06-02 22:00,270.25000000000045,265.4500000000005,262.21,265.31999999999954
2022-06-02 22:10,270.49000000000046,265.9500000000005,264.45,265.31999999999954
2022-06-02 22:20,270.42000000000047,268.36000000000047,267.99,264.7099999999995
2022-06-02 22:30,273.5900000000005,270.6500000000005,269.95,264.13999999999953
2022-06-02 22:40,280.7100000000005,272.56000000000046,270.87,261.7099999999996
2022-06-02 22:50,287.01000000000045,273.6500000000005,272.03,258.91999999999956
2022-06-02 23:00,289.42000000000047,274.88000000000045,271.14,255.57999999999956
2022-06-02 23:10,291.3300000000005,276.9000000000005,271.92,254.06999999999957
2022-06-02 23:20,292.01000000000045,278.67000000000047,273.38,254.00999999999956
2022-06-02 23:30,291.5300000000005,278.9000000000005,273.49,254.89999999999955
2022-06-02 23:40,290.44000000000045,277.4600000000005,272.49,255.85999999999956
2022-06-02 23:50,287.1600000000005,276.55000000000047,271.42,258.0799999999996
2022-06-03 00:00,282.9700000000005,275.1500000000005,270.16,258.43999999999954
2022-06-03 00:10,279.2300000000005,273.88000000000045,269.82,260.9699999999996
2022-06-03 00:20,276.31000000000046,270.2800000000005,268.27,262.60999999999956
2022-06-03 00:30,273.5800000000005,265.80000000000047,264.83,263.5899999999996
2022-06-03 00:40,273.2100000000005,268.00000000000045,265.81,263.84999999999957
2022-06-03 00:50,272.67000000000047,268.7800000000005,266.65,264.66999999999956
2022-06-03 01:00,273.0200000000005,268.05000000000047,266.45,263.5199999999996
2022-06-03 01:10,274.63000000000045,268.86000000000047,266.67,262.4599999999996
2022-06-03 01:20,277.24000000000046,270.0200000000005,267.06,260.16999999999956
2022-06-03 01:30,277.8500000000005,270.00000000000045,266.65,258.25999999999954
2022-06-03 01:40,278.25000000000045,269.11000000000047,266.31,257.05999999999955
2022-06-03 01:50,279.8900000000005,270.8900000000005,266.9,255.63999999999956
2022-06-03 02:00,278.67000000000047,269.68000000000046,266.15,255.28999999999957
2022-06-03 02:10,279.2200000000005,269.4800000000005,265.75,254.73999999999955
2022-06-03 02:20,278.1400000000005,270.05000000000047,265.93,254.93999999999957
2022-06-03 02:30,276.8300000000005,270.0400000000005,265.8,255.08999999999958
2022-06-03 02:40,275.69000000000045,268.24000000000046,265.1,255.52999999999957
2022-06-03 02:50,274.7200000000005,267.00000000000045,264.36,255.83999999999958
2022-06-03 03:00,274.13000000000045,265.36000000000047,263.79,256.6999999999996
2022-06-03 03:10,271.43000000000046,265.9700000000005,263.31,257.35999999999956
2022-06-03 03:20,271.07000000000045,264.52000000000044,262.63,257.53999999999957
2022-06-03 03:30,270.93000000000046,263.20000000000044,261.7,257.86999999999955
2022-06-03 03:40,271.11000000000047,263.1500000000005,261.51,257.73999999999955
2022-06-03 03:50,271.1000000000005,264.62000000000046,262.26,257.62999999999954
2022-06-03 04:00,271.01000000000045,264.88000000000045,262.23,257.0299999999996
2022-06-03 04:10,271.0200000000005,266.99000000000046,263.07,256.47999999999956
2022-06-03 04:20,274.0400000000005,261.99000000000046,261.04,254.91999999999956
2022-06-03 04:30,274.9100000000005,261.06000000000046,260.27,254.20999999999955
2022-06-03 04:40,274.99000000000046,262.87000000000046,261.22,253.63999999999956
2022-06-03 04:50,275.3400000000005,261.24000000000046,260.59,253.36999999999955
2022-06-03 05:00,275.01000000000045,261.7300000000004,260.78,253.93999999999957
2022-06-03 05:10,272.2000000000005,266.2900000000005,262.11,253.83999999999958
2022-06-03 05:20,270.42000000000047,266.18000000000046,261.7,254.36999999999955
2022-06-03 05:30,269.86000000000047,265.8500000000005,261.7,254.75999999999956
2022-06-03 05:40,269.99000000000046,264.6000000000005,261.05,255.19999999999956
2022-06-03 05:50,269.7100000000005,264.3500000000005,260.87,255.10999999999956
2022-06-03 06:00,269.7700000000005,263.33000000000044,260.41,255.24999999999957
2022-06-03 06:10,270.07000000000045,263.4800000000004,260.26,255.02999999999957
2022-06-03 06:20,270.5800000000005,261.7300000000004,259.46,254.87999999999957
2022-06-03 06:30,269.99000000000046,263.24000000000046,259.72,254.78999999999957
2022-06-03 06:40,269.9800000000005,264.24000000000046,260.27,254.07999999999956
2022-06-03 06:50,269.61000000000047,263.2900000000005,259.36,252.92999999999955
2022-06-03 07:00,270.13000000000045,268.36000000000047,261.43,253.57999999999956
2022-06-03 07:10,270.1400000000005,267.69000000000045,260.97,252.64999999999955
2022-06-03 07:20,270.49000000000046,266.8400000000005,260.63,252.48999999999955
2022-06-03 07:30,270.51000000000045,262.89000000000044,259.14,252.19999999999956
2022-06-03 07:40,270.2700000000005,260.01000000000045,257.96,251.55999999999958
2022-06-03 07:50,270.42000000000047,259.4100000000004,257.68,251.34999999999957
2022-06-03 08:00,270.61000000000047,259.96000000000043,257.88,251.04999999999956
2022-06-03 08:10,270.32000000000045,259.6100000000004,257.61,250.83999999999958
2022-06-03 08:20,270.57000000000045,258.87000000000046,257.4,251.25999999999956
2022-06-03 08:30,273.44000000000045,265.13000000000045,260.53,251.72999999999956
2022-06-03 08:40,274.4600000000005,267.56000000000046,261.94,251.59999999999957
2022-06-03 08:50,275.18000000000046,268.6000000000005,262.9,251.25999999999956
2022-06-03 09:00,275.62000000000046,270.1600000000005,263.29,250.78999999999957
2022-06-03 09:10,275.81000000000046,270.2800000000005,264.1,251.78999999999957
2022-06-03 09:20,275.8900000000005,271.9600000000005,265.15,256.04999999999956
2022-06-03 09:30,276.4100000000005,273.07000000000045,265.98,264.9799999999995
2022-06-03 09:40,276.24000000000046,272.55000000000047,266.78,277.9599999999995
2022-06-03 09:50,276.69000000000045,274.80000000000047,269.93,288.55999999999955
2022-06-03 10:00,278.6600000000005,279.57000000000045,276.78,294.0499999999995
2022-06-03 10:10,280.6500000000005,285.8500000000005,285.71,297.82999999999953
2022-06-03 10:20,285.2700000000005,292.94000000000045,293.39,299.2299999999995
2022-06-03 10:30,291.6600000000005,298.24000000000046,296.56,299.5899999999995
2022-06-03 10:40,300.51000000000045,303.26000000000045,300.88,301.5899999999995
2022-06-03 10:50,311.9700000000005,304.2700000000005,302.64,301.74999999999955
2022-06-03 11:00,321.9400000000005,311.7000000000005,307.69,302.24999999999955
2022-06-03 11:10,328.4200000000005,318.3900000000005,311.43,300.48999999999955
2022-06-03 11:20,333.4800000000004,325.9900000000005,316.77,295.98999999999955
